title,lokasi,harga,kamar_tidur,luas_bangunan_m2,luas_tanah_m2
Rumah Viral Ukuran Besar Fitur Canggih 5KT Hanya 7Man di Gading Serpong,"Kelapa Gading, Jakarta Utara",Rp7.500.000.000,5,316 m²,240 m²
Hunian mewah dan ekslusif hanya di Bukit Podomoro Jakarta Timur,"Klender, Jakarta Timur",Rp4.600.000.000,4,180 m²,105 m²
Dijual Rumah & Tanah dalam perumahan,"Jagakarsa, Jakarta Selatan",Rp15.000.000.000,6,350 m²,1454 m²
Rumah Modern di Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",Rp4.750.000.000,3,237 m²,175 m²
"dijual rumah mewah 2,5 lantai rooftop jagakarsa jakartaselatan","Jagakarsa, Jakarta Selatan",Rp4.950.000.000,5,300 m²,200 m²
Jual rumah Brand new siap huni ada pool Jl. Asem Cipete Jaksel,"Cipete, Jakarta Selatan",Rp20.000.000.000,5,600 m²,275 m²
RUMAH MEWAH DIJUAL BARU DALAM CLUSTER PONDOK LABU SIAP HUNI,"Pondok Labu, Jakarta Selatan",Rp3.924.000.000,5,165 m²,186 m²
"Rumah siap huni dekat Cideng Timur, Petojo Selatan, Gambir","Petojo, Jakarta Pusat",Rp2.450.000.000,4,160 m²,98 m²
"Rumah Cantik 2 lantai Taman Alfa Indah, Jakarta Selatan","Cipulir, Jakarta Selatan",Rp2.100.000.000,4,180 m²,114 m²
Dijual rumah branc new (American Clasicc di Bintato,"Bintaro, Jakarta Selatan",Rp14.500.000.000,6,350 m²,323 m²
Rumah Strategis di Jalan H. Tohir dekat Stasiun Lenteng Agung Siap KPR J-21217,"Jagakarsa, Jakarta Selatan",Rp2.300.000.000,5,240 m²,250 m²
Dijual Rumah Kebayoran Baru Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",Rp3.000.000.000,3,132 m²,140 m²
Rumah Bagus  Dijual,"Pejaten Barat, Jakarta Selatan",Rp16.500.000.000,5,600 m²,648 m²
"For sale Rumah di Rawamangun, Jaktim (AK, JP, LP, FF)",Jakarta Timur,Rp3.000.000.000,2,100 m²,122 m²
"Dijual Rumah Mewah dan Asri, Siap Huni, di Kemanggisan Jak-Bar","Kemanggisan, Jakarta Barat",Rp11.000.000.000,6,340 m²,352 m²
Puri Botanical Rumah Cantik 2 Lantai Siap Huni Hadap Selatan,"Joglo, Jakarta Barat",Rp3.000.000.000,4,160 m²,108 m²
jual murah rumah cibubur jakarta timur,"Cibubur, Jakarta Timur",Rp700.000.000,3,120 m²,60 m²
Rumah Cozy Siap Huni di Lokasi Idaman Kota Wisata Cibubur,"Cibubur, Jakarta Timur",Rp5.500.000.000,5,369 m²,479 m²
RUMAH MODERN MINIMALIS JAKARTA TIMUR 7 MENIT STASIUN CIRACAS,"Ciracas, Jakarta Timur",Rp949.000.000,3,80 m²,63 m²
"Rumah Super Luas di Pesanggrahan Jakarta Selatan (7,5 M) 12196 oc","Pesanggrahan, Jakarta Selatan",Rp7.500.000.000,6,600 m²,916 m²
View Golf Rumah Mewah 10x30 3lantai Golf Island Termurah Boulevard,"Pantai Indah Kapuk, Jakarta Utara",Rp15.500.000.000,4,475 m²,300 m²
Dijual Rumah Taman Kebon Jeruk Intercon,"Joglo, Jakarta Barat",Rp5.500.000.000,4,250 m²,237 m²
Rumah Minimalis Modern di Rawamangun Jakarta Timur,Jakarta Timur,Rp2.800.000.000,4,160 m²,90 m²
"BELI TANAH DAPAT RUMAHNYA IDR. 6,5 Milyar (NEGO)",Jakarta Pusat,Rp6.500.000.000,4,600 m²,398 m²
Rumah Pulo Asem Murah cantik,"SetiaBudi, Jakarta Selatan",Rp4.400.000.000,5,200 m²,212 m²
Dijual Cepat Rumah Layar Permai Pik 10x29 Furnished Bisa Nego,"Pantai Indah Kapuk, Jakarta Utara",Rp11.500.000.000,4,350 m²,290 m²
Jual murah cepat rumah di cengkareng Jakarta Barat,"Cengkareng, Jakarta Barat",Rp2.400.000.000,5,280 m²,150 m²
Dijual rumah mewah full furnished di Akasia BGM,"Pantai Indah Kapuk, Jakarta Utara",Rp18.000.000.000,7,700 m²,250 m²
Dijual Rumah Bagus Terawat dg pencahayaan yg Bagus,"Jagakarsa, Jakarta Selatan",Rp3.000.000.000,4,215 m²,151 m²
"Rumah strategis dekat LRT Ciracas Jaktim DP 0%, AC,free biaya su","Ciracas, Jakarta Timur",Rp769.000.000,3,52 m²,40 m²
"Rumah Di Jual Di Citra Garden, Cluster, Hook, Mewah, Lux, siap huni",Jakarta Barat,Rp15.850.000.000,6,796 m²,635 m²
"Rumah Dijual Lokasi Di Citra Garden City, hadap Barat daya, Boulevard",Jakarta Barat,Rp7.750.000.000,5,514 m²,260 m²
Turun Harga Jual Cepat Rumah Golf Island Mozart 3lt 12x35 Murah PIK,"Pantai Indah Kapuk, Jakarta Utara",Rp25.000.000.000,4,444 m²,420 m²
Di Jual Rumah Idaman Ukuran 6x10 Full Furnish Di Pik2 Langka Termurah,"Pantai Indah Kapuk, Jakarta Utara",Rp1.775.000.000,2,120 m²,60 m²
"Rumah Dijual siap huni, Cluster, hadap Selatan, keamanan 24 jam",Jakarta Barat,Rp3.950.000.000,4,296 m²,171 m²
"Wow rumah resort dgn rooftop di JakBar LT88m2 LB 158m2,Utr,4BR+1,Tingk",Jakarta Barat,Rp3.000.000.000,5,158 m²,88 m²
Jual Rumah di Pondok Kelapa Duren Sawit Baru,Jakarta Timur,Rp1.606.240.000,3,77 m²,65 m²
"Rumah BGM PIK, Mewah Minimalist, Full Renov, Hadap Utara.","Pantai Indah Kapuk, Jakarta Utara",Rp12.500.000.000,4,360 m²,230 m²
"Rumah Mediterania Boulevard uk 9x30 2,5lt Hrg 11,5M Pik1 Pik","Pantai Indah Kapuk, Jakarta Utara",Rp11.500.000.000,4,562 m²,270 m²
Jual Rumah Modern Home Super Mewah Permata Hijau Kebayoran Lama,"Kebayoran Lama, Jakarta Selatan",Rp98.000.000.000,5,1000 m²,1380 m²
"Di Jual Rumah Asri dan Siap Huni di Lubang Buaya, Jakarta Timur","Lubang Buaya, Jakarta Timur",Rp2.000.000.000,5,240 m²,105 m²
"Rumah murah di Patra Kuningan, kondisi bagus lokasi strategis","Kuningan Barat, Jakarta Selatan",Rp25.000.000.000,8,407 m²,391 m²
Rumah Baru Renovasi Total Cengkareng Indah blok ia,"Cengkareng, Jakarta Barat",Rp1.299.999.999,3,108 m²,90 m²
"Expert Project Garden Exclusive-Rumah Cantik 3,5 lantai di Jakarta","Cakung, Jakarta Timur",Rp2.225.000.000,5,93 m²,85 m²
Jual Cepat lokasi strategis,,Rp3.100.000.000,3,158 m²,149 m²
Rumah limited pantai indah kapuk layar permai,"Pantai Indah Kapuk, Jakarta Utara",Rp8.200.000.000,4,150 m²,200 m²
Rumah Eklusive Modern Classic Dekat Tol Jatikarya Cibubur,"Cibubur, Jakarta Timur",Rp1.275.500.000,3,65 m²,160 m²
"Rumah Golf island 350m2 3 lt Ada lift dan pool View golf, danau, laut","Pantai Indah Kapuk, Jakarta Utara",Rp20.000.000.000,4,500 m²,350 m²
"Rumah Golf Island uk 6x15 hrg 3,3M Pantai Indah Kapuk Pik","Pantai Indah Kapuk, Jakarta Utara",Rp3.300.000.000,3,120 m²,90 m²
Dijual Rumah Di Jagakarsa Jakarta Selatan,"Jagakarsa, Jakarta Selatan",Rp1.711.000.000,4,140 m²,80 m²
Jual Rumah 2 Lantai di Citra Garden 5 Harga Nego Siap Huni J-18089,"Kalideres, Jakarta Barat",Rp2.140.000.000,3,160 m²,138 m²
Rumah Siap Huni 5 menit ke Terminal Citra 3 Harga All In KPR J-17988,"Daan Mogot, Jakarta Barat",Rp2.120.000.000,2,96 m²,128 m²
Rumah Lama Sangat Bagus di Cikatomas Kota Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",Rp24.300.000.000,8,366 m²,368 m²
Dijual Lelang Rumah di Lebak Bulus Jakarta Selatan,Jakarta Selatan,Rp6.050.000.000,5,550 m²,309 m²
"Rumah di rorotan jakarta utara siap huni 2,5 lantai harga OK","Rorotan, Jakarta Utara",Rp1.675.000.000,4,265 m²,150 m²
IR - 21021 Dijual Rumah Di Pinggir Jalan Kayumanis Jaktim,"Matraman, Jakarta Timur",Rp3.700.000.000,4,170 m²,260 m²
Dijual Lelang Rumah di Kalideres Jakarta Barat,"Kalideres, Jakarta Barat",Rp2.800.000.000,4,250 m²,135 m²
Rumah 3 lantai Retro Asia Modern Eonna BSD Gading Serpong,"Puri Indah, Jakarta Barat",Rp5.657.700.000,5,255 m²,144 m²
Perumahaan Semanan Jakarta Barat,"Semanan, Jakarta Barat",Rp2.850.000.000,4,300 m²,298 m²
Rumah Strategis Dijual di Jakarta Garden City Cluster Shinano J-20090,"Cakung, Jakarta Timur",Rp2.470.000.000,2,150 m²,90 m²
Jual Rumah Cantik dan Mewah diLegenda Wisata Dekat Fasum SHM Nego,"Legenda Wisata, Jakarta Timur",Rp2.350.000.000,4,140 m²,180 m²
Jual Rumah Pondok Kelapa 3 KT 2 KM 2 Lt,Jakarta Timur,Rp1.450.000.000,3,77 m²,63 m²
"Dijual Cepat Harga Termurah Fasilitas Lengkap, Hunian Nyaman","Pantai Indah Kapuk, Jakarta Utara",Rp2.000.000.000,2,60 m²,60 m²
Dijual Rumah Di Puri Indah Kembangan Jakarta Barat,"Kembangan, Jakarta Barat",Rp4.800.000.000,2,140 m²,160 m²
Rumah Di Cipinang Pulogadung,"Cipinang, Jakarta Timur",Rp1.700.000.000,3,110 m²,120 m²
Classic Minimalis 3 Lantai Dalam Cluster Jagakarsa,"Jagakarsa, Jakarta Selatan",Rp2.500.000.000,5,200 m²,83 m²
Rumah Siap Huni Golf View di Golf Residence Kemayoran Jakarta,"Pademangan, Jakarta Utara",Rp10.000.000.000,4,285 m²,200 m²
GD - 21327  Dijual Rumah Siap Huni Di Pondok Bambu Jakarta Timur,"Duren Sawit, Jakarta Timur",Rp2.500.000.000,3,220 m²,90 m²
Dijual Rumah Lingkungan Istimewa Di Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan",Rp18.000.000.000,3,200 m²,292 m²
Rumah bagus murah di bekasi,"Cakung, Jakarta Timur",Rp1.685.000.000,3,80 m²,136 m²
Hunian Mewah Pasadena Grand Residences 12x18,"Kelapa Gading, Jakarta Utara",Rp7.500.000.000,6,283 m²,216 m²
Rumah Mewah Gading Serpong Matera Residences Fasilitas bintang 5,"Kembangan, Jakarta Barat",Rp6.200.000.000,5,168 m²,208 m²
Rumah Ready Stock Full Furnished Gading Serpong Zuma Bisa KPR dibantu,"Kembangan, Jakarta Barat",Rp1.508.300.000,2,58 m²,48 m²
Dijual Rumah di Jl. Soka Cipete IPETE,"Cipete, Jakarta Selatan",Rp7.000.000.000,3,200 m²,256 m²
Dijual Rumah di Dukuh Patra,"Kuningan, Jakarta Selatan",Rp23.000.000.000,4,400 m²,440 m²
Dijual Rumah Cilandak Luxury Modern Classic,"Cilandak, Jakarta Selatan",Rp85.000.000.000,9,1200 m²,1650 m²
YL - 19831 Dijual Rumah Di Komp Billymoon Pondok Kelapa Jakarta Timur,"Pondok Kelapa, Jakarta Timur",Rp4.450.000.000,4,230 m²,225 m²
YL - 19831 Dijual Rumah Mewah Di Buaran Regensi Duren Sawit,"Duren Sawit, Jakarta Timur",Rp7.000.000.000,5,350 m²,405 m²
Rumah Metland Menteng Strategis di Cakung Dekat Aeon Harga Nego,"Cakung, Jakarta Timur",Rp2.360.000.000,3,110 m²,120 m²
"Dijual Rumah di Bojong Indah, dekat Puri indah, Jakarta Barat","Cengkareng, Jakarta Barat",Rp2.500.000.000,4,150 m²,200 m²
"Dijual Murah Rumah MODERN MINIMALIS di Joglo, Jakarta Barat",Jakarta Barat,Rp1.650.000.000,3,106 m²,130 m²
Rumah di Jual Hoek Cibubur Country,"Cibubur, Jakarta Timur",Rp1.350.000.000,3,80 m²,96 m²
Rumah siap huni full furnished jagakarsa,"Jagakarsa, Jakarta Selatan",Rp3.900.000.000,5,280 m²,214 m²
"Rumah Bagus, Asri & Strategis, Pondok Indah Area","Pondok Indah, Jakarta Selatan",Rp30.000.000.000,5,800 m²,550 m²
Dijual Cepat Rumah Di Sunter,"Sunter, Jakarta Utara",Rp6.500.000.000,4,400 m²,308 m²
Dijual Cepat Rumah Di Sunter,"Sunter, Jakarta Utara",Rp7.000.000.000,7,350 m²,185 m²
Dijual Rumah Bagus Di Sunter,"Sunter, Jakarta Utara",Rp6.900.000.000,4,262 m²,217 m²
Dijual Rumah Bagus,"Sunter, Jakarta Utara",Rp9.000.000.000,7,600 m²,250 m²
Dijual Rumah Murah Siap Huni Di Kahfi 1 Jagakarsa,"Jagakarsa, Jakarta Selatan",Rp1.500.000.000,3,130 m²,80 m²
"Rumah BGM PIK, Mewah Minimalist, Full Renov, Hadap Utara.","Pantai Indah Kapuk, Jakarta Utara",Rp12.500.000.000,4,360 m²,230 m²
"Harga miring dijual rumah komersil di Jl Permata Hijau Raya,JakSel","Permata Hijau, Jakarta Selatan",Rp30.000.000.000,6,360 m²,716 m²
"Wow rumah resort dgn rooftop di JakBar LT88m2 LB 158m2,Utr,4BR+1,Tingk",Jakarta Barat,Rp3.000.000.000,5,158 m²,88 m²
WADUH! Cluster Mewah & Murah Strategis Jatimekar Jatiasih,"Johar Baru, Jakarta Pusat",,2,40 m²,71 m²
TINGGAL BEBERAPA UNIT! RUMAH CANTIK SIAP HUNI DEKAT JALAN RAYA KODAU,"Kebayoran Lama, Jakarta Selatan",,3,100 m²,83 m²
DIJUAL RUMAH BUKIT PERMAI CIBUBUR JAKTIM,"Cibubur, Jakarta Timur",Rp3.450.000.000,5,200 m²,555 m²
dijual rumah n kontrakan di kembangan Utara Jakarta barat,"Kembangan Utara, Jakarta Barat",Rp550.000.000,6,100 m²,58 m²
Rumah Minimalis Siap Huni di Kelapa Gading Jakarta Utara,"Kelapa Gading Barat, Jakarta Utara",Rp5.000.000.000,3,300 m²,200 m²
"Di Jual Rumah Elegant, Modern dekat Tol di Karang Pola - Pasar Minggu","Pasar Minggu, Jakarta Selatan",Rp3.500.000.000,5,220 m²,101 m²
dijual rmh 2 lantai shm di radio dalam kebayoran baru,Jakarta Selatan,Rp4.250.000.000,10,140 m²,180 m²
Di jual rumah paling murah di Kramat senen jakarta pusat,"Senen, Jakarta Pusat",Rp400.000.000,2,50 m²,25 m²
Rumah Mewah Jambore 2 lantai,"Cibubur, Jakarta Timur",Rp2.800.000.000,5,189 m²,182 m²
Rumah Cantik Boulevard,"Kota Wisata, Jakarta Timur",Rp3.100.000.000,4,150 m²,180 m²
Rumah Brand New di Metland Menteng Cakung Jakarta Timur,"Cakung, Jakarta Timur",Rp1.750.000.000,4,140 m²,90 m²
RUMAH MEWAH JAKARTA SELATAN DEKAT TOLL ANDARA,"Jagakarsa, Jakarta Selatan",Rp2.350.000.000,5,180 m²,83 m²
Rumah Cantik Siap Huni di Greenville Jakarta Barat,"Cengkareng Barat, Jakarta Barat",Rp3.500.000.000,4,220 m²,200 m²
Rumah Tua Di Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp1.500.000.000,2,90 m²,112 m²
DIJUAL RUMAH - AREA TEBET BARAT,"Tebet Barat, Jakarta Selatan",Rp4.500.000.000,7,150 m²,187 m²
"RUMAH HOOK DI JUAL DI BINTARO, ADA KOLAM RENANG DAN SIAP HUNI","Bintaro, Jakarta Selatan",Rp5.500.000.000,8,600 m²,410 m²
Rumah Rawamangun Cipinang Jakarta timur,"Rawamangun, Jakarta Timur",Rp500.000.000,3,85 m²,65 m²
rumah murah jakarta barat cengkareng,"Cengkareng Barat, Jakarta Barat",Rp1.750.000.000,3,135 m²,90 m²
"Hunian Mewah 2,5 Lantai Petukangan Dekat Pintu Tol Ciledug","Petukangan, Jakarta Selatan",Rp2.100.000.000,4,110 m²,71 m²
Rumah Usaha bisa Untuk Kantor di Jakarta Selatan,"Petukangan, Jakarta Selatan",Rp4.750.000.000,3,400 m²,301 m²
KEBON JERUK - FOR SALE DI JUAL BRAND NEW MINIMALIS  MODERN HOUSE,"Kebon Jeruk, Jakarta Barat",Rp1.750.000.000,3,150 m²,70 m²
dijual rumah murah petukangan jaksel,"Petukangan, Jakarta Selatan",Rp1.550.000.000,4,200 m²,110 m²
Rumah Brand New MInimalis di Kresek Indah Daan Mogot Jakarta Barat,"Daan Mogot, Jakarta Barat",Rp1.050.000.000,3,97 m²,85 m²
Kost ANTI Pandemi di TOMANG GROGOL Petamburan Jakarta Barat,"Grogol Petamburan, Jakarta Barat",Rp4.900.000.000,17,264 m²,66 m²
Dijual Cepat Butuh Rumah Kebagusan,"Kebagusan, Jakarta Selatan",Rp750.000.000,3,60 m²,75 m²
dijual rumah dibawah njop cideng jakarta pusat,"Cideng, Jakarta Pusat",Rp5.800.000.000,4,270 m²,295 m²
Jarang Ada Rumah Murah di Taman Modern Cakung Jakarta Timur,"Cakung, Jakarta Timur",Rp1.000.000.000,2,80 m²,90 m²
satu2nya Rumah 220jt Shm akses mobil Jagakarsa Al wiqoyah jaksel,"Jagakarsa, Jakarta Selatan",Rp220.000.000,1,20 m²,22 m²
Dijual Rumah Bagus 2 Lt Siap Huni di Cluster Area Kreo Petukangan Tangerang,"Petukangan, Jakarta Selatan",Rp1.350.000.000,3,110 m²,93 m²
Jarang Ada Rumah Standard Hitung Tanah di Jakarta Pusat,"Senen, Jakarta Pusat",Rp3.200.000.000,1,96 m²,172 m²
rumah mewah berada di area jakarta selatan,"Petukangan, Jakarta Selatan",Rp5.500.000.000,5,360 m²,403 m²
Rumah Standard di Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp2.400.000.000,3,118 m²,102 m²
Rumah Taman Sunter II A-8/7 / H,"Sunter Agung, Jakarta Utara",Rp7.850.000.000,3,98 m²,157 m²
Rumah siap huni terawat dan bagus kebon baru Tebet jakarta selatan,"Kebon Baru, Jakarta Selatan",Rp2.500.000.000,5,248 m²,124 m²
Rumah di Jati Padang pasar minggu,"Jati Padang, Jakarta Selatan",Rp1.995.597.750,3,94 m²,66 m²
Chandra rumah 3 lantai uk 4x8m semibaru di jelambar,"Jelambar, Jakarta Barat",Rp1.400.000.000,3,78 m²,32 m²
Chandra rumah shm uk 6x15m di tambora jembatan lima jakbar,"Jembatan Lima, Jakarta Barat",Rp1.950.000.000,1,81 m²,86 m²
Rumah Baru Siap Huni Duri Kepa(DK212),"Duri Kepa, Jakarta Barat",Rp750.000.000,3,65 m²,32 m²
DI JUAL RUMAH DI JAKARTA SELATAN,Jakarta Selatan,Rp900.000.000,2,64 m²,48 m²
chandra Rumah ngantong semifurnish di komplek kavling polri,"Jelambar, Jakarta Barat",Rp5.000.000.000,3,270 m²,93 m²
chandra Rumah murah uk 4x15m hadap selatan di komplek kavling polri,"Jelambar, Jakarta Barat",Rp1.690.000.000,2,112 m²,60 m²
BU Jual Cepat Tanah dan Bangunan Murah,"Makasar, Jakarta Timur",Rp2.900.000.000,4,120 m²,253 m²
DIJUAL CEPAT SIAP HUNI RUMAH  DI TEBET,"Tebet, Jakarta Selatan",Rp9.500.000.000,6,226 m²,356 m²
Dijual Cepat Rumah Mewah Siap Huni daerah Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",Rp5.000.000.000,5,226 m²,372 m²
Rumah 1½ lantai Pluit sakti lokasi strategis,"Pluit, Jakarta Utara",Rp8.700.000.000,7,500 m²,338 m²
"Rumah American Style, Siap Huni with Roof Top di Jagakarsa - JakSel","Jagakarsa, Jakarta Selatan",Rp2.550.000.000,4,200 m²,86 m²
Gandaria t504m2 Rumah Arsitek Super Bagus Strategis Jakarta Selatan,"Gandaria, Jakarta Selatan",Rp15.000.000.000,4,264 m²,504 m²
Murah Kondisi Bagus 100% Dekat Bintaro Sk-2,Jakarta Selatan,Rp2.650.000.000,3,250 m²,180 m²
DI JUAL RUMAH KAWASAN PANGANDARAN ANCOL,"Ancol, Jakarta Utara",Rp4.600.000.000,4,160 m²,175 m²
Rumah Minimalis di PIK dijual cepat,"Pantai Indah Kapuk, Jakarta Utara",Rp3.300.000.000,4,144 m²,75 m²
"Rumah Kos 13kamar Okuvansi 90 Area Radio Dalam, Jaksel","Kebayoran Baru, Jakarta Selatan",Rp4.000.000.000,13,300 m²,178 m²
"Rumah Baru 3 Lantai, 3 kamarTidur, Jakarta barat","Meruya Selatan, Jakarta Barat",Rp2.100.000.000,3,98 m²,60 m²
Chandra rumah baru 2.5 lantai uk 6.5x12m bagus di tanah sereal tambora,"Tanah Sereal, Jakarta Barat",Rp2.500.000.000,1,162 m²,78 m²
Hunian Muslim Premium dengan Nuansa Klasik di Dekat Tol Cibubur,"Munjul, Jakarta Timur",Rp989.514.240,3,60 m²,72 m²
Rumah Mewah Murah,"Legenda Wisata, Jakarta Timur",Rp3.200.000.000,4,320 m²,300 m²
"Full Okupansi, Grogol, Kos Baru 16 Kamar, dikelola oleh AbdiHome","Grogol Petamburan, Jakarta Barat",Rp3.900.000.000,16,200 m²,85 m²
rumah mungil 2 lt siap huni,"Meruya, Jakarta Barat",Rp1.350.000.000,3,100 m²,84 m²
Rumah Mutiara Mediterania Residence Pantai Mutiara Luas 123m2,"Pantai Indah Kapuk, Jakarta Utara",Rp4.800.000.000,5,150 m²,123 m²
Rumah Cantik Siap Huni di Tanjung Duren Jakarta Barat,"Tanjung Duren, Jakarta Barat",Rp4.200.000.000,6,250 m²,117 m²
Rumah Mewah Brand New di Petojo Jakarta Pusat,"Petojo, Jakarta Pusat",Rp3.850.000.000,3,285 m²,105 m²
"Dijual MURAH Rumah Green Garden, Jakarta Barat","Cengkareng, Jakarta Barat",Rp2.200.000.000,5,150 m²,144 m²
Rumah Cantik dan Minimalis Di Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp6.200.000.000,4,220 m²,160 m²
Rumah Minimalis Siap Huni di Jakarta Garden City Cakung Jakarta Timur,"Cakung, Jakarta Timur",Rp1.950.000.000,4,90 m²,120 m²
"Rumah Di Jual Di Citra Garden 6, Rumah baru, Cluster lingkungan nyaman",Jakarta Barat,Rp6.500.000.000,5,302 m²,143 m²
"Dijual rumah pantai indah kapuk 2, ukuran 6 x 15, 3m, termurah","Pantai Indah Kapuk, Jakarta Utara",Rp3.000.000.000,2,110 m²,90 m²
Dijual Rumah Bagus Dekat Pintu Toll di Cempaka Putih,"Cempaka Putih, Jakarta Pusat",Rp10.500.000.000,5,460 m²,400 m²
"Taman Dijual Di Palem, Cluster, Depan taman, lingkungan nyaman",Jakarta Barat,Rp6.150.000.000,5,340 m²,219 m²
dijual rumah katamaran indah 2 lantai UK 8x26m² full furnish,"Pantai Indah Kapuk, Jakarta Utara",Rp6.800.000.000,4,208 m²,336 m²
Rumah Mewah American Classic Dalam Komplek,"Jagakarsa, Jakarta Selatan",Rp2.100.000.000,3,147 m²,72 m²
Dijual Rumah Mardani Jakarta Pusat,Jakarta Pusat,Rp8.500.000.000,5,390 m²,550 m²
"RUMAH BRAND NEW 3.5 LANTAI ADA ROOF TOP, EKSLUSIVE - BINTARO. JAKSEL","Pesanggrahan, Jakarta Selatan",Rp5.800.000.000,4,246 m²,120 m²
FOR SALE KEBAYORAN LAMA - PERMATA HIJAU II DALAM KOMPLEK,"Kebayoran Lama, Jakarta Selatan",Rp5.900.000.000,3,192 m²,171 m²
FOR SALE CIPETE AMERICAN CLASSIC HOUSE DALAM KOMPLEK,"Cipete, Jakarta Selatan",Rp17.800.000.000,4,643 m²,696 m²
RUMAH ASRI KRAMAT KWITANG SENEN JAKARTA PUSAT,"Kwitang, Jakarta Pusat",Rp17.500.000.000,10,400 m²,595 m²
Dijual Rumah 2 Lantai Hoek Cempaka Putih Tengah Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",Rp4.598.000.000,5,150 m²,209 m²
DIJUAL RUMAH DI JAKARTA UTARA,"Pegangsaan Dua, Jakarta Utara",Rp2.000.000.000,4,94 m²,165 m²
Hook Murah 705m2 Hitung Tanah aja,"Duren Tiga, Jakarta Selatan",Rp16.000.000.000,4,420 m²,705 m²
chandra Rumah lt 256m2 lokasi bagus di komplek dutamas,"Jelambar, Jakarta Barat",Rp9.000.000.000,6,300 m²,256 m²
D'Puspita Kalisari,"Pasar Rebo, Jakarta Timur",Rp600.000.000,2,32 m²,41 m²
"Rumah Di Jual 2 Lt Minimalis Modern Lokasi Cibubur, Dekat Pintul TOL","Cibubur, Jakarta Timur",Rp1.212.904.000,3,80 m²,72 m²
For Sale Rumah Kramst Jati,"Kramat Jati, Jakarta Timur",Rp1.650.000.000,3,146 m²,324 m²
"Dapatkan Hunian Baru  Rumah Classic Modern, DP 0%, Free KPR","Cibubur, Jakarta Timur",Rp1.958.348.700,2,80 m²,142 m²
Dijual Cepat Rumah di Bendungan Hilir 500m ke Wisma GKBI Sudirman,Jakarta Pusat,Rp6.200.000.000,4,105 m²,124 m²
For Sale Rumah Klender Duren Sawit,"Duren Sawit, Jakarta Timur",Rp3.200.000.000,3,100 m²,186 m²
Rumah Siap Huni  with Roof Top dekat  AEON di Tanjung Barat - JakSel,"Tanjung Barat, Jakarta Selatan",Rp1.775.000.000,3,150 m²,71 m²
Dijual rumah mewah baru 2 lantai di jakarta timur dekat LRT dan Tol,"Cibubur, Jakarta Timur",Rp1.212.904.000,3,80 m²,72 m²
Miliki Rumah siap Huni di Mampang Prapatan Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",Rp4.800.000.000,4,300 m²,221 m²
Rumah di Kebayoran Lama dijual,"Kebayoran Lama, Jakarta Selatan",Rp4.000.000.000,4,247 m²,280 m²
"Perumahan Cluster Modern, Lokasi Strategis dan Bebas Banjir di Munjul","Cipayung, Jakarta Timur",Rp1.362.449.088,3,60 m²,108 m²
chandra Rumah murah uk 4.3x15m hadap selatan di jelambar,"Jelambar, Jakarta Barat",Rp1.950.000.000,4,150 m²,64 m²
chandra Rumah baru ngantong hadap timur di jelambar Lt 110m2,"Jelambar, Jakarta Barat",Rp3.000.000.000,3,252 m²,110 m²
Rumah Siap huni Lokasi Strategis Di Duri Kepa DK242,"Duri Kepa, Jakarta Barat",Rp2.500.000.000,4,120 m²,78 m²
Rumah Baru 5x18 lokasi strategis di green Garden(GG61),"Sunrise Garden, Jakarta Barat",Rp2.250.000.000,3,140 m²,90 m²
"Dijual Brand new house Galaxy Resident Tahap 1, Jaksel (AK JP LP FF)",Jakarta Selatan,Rp3.000.000.000,4,200 m²,127 m²
Turun Harga Jual Cepat Rumah Golf Island 8x15 Fullfurnish Murah Pantai,"Pantai Indah Kapuk, Jakarta Utara",Rp6.000.000.000,3,160 m²,120 m²
Hunian minimalis di bambu apus Jakarta Timur,Jakarta Timur,Rp650.000.000,3,45 m²,60 m²
Di Jual rumah brand new di Alteri Pondok Indah,"Pondok Indah, Jakarta Selatan",Rp11.000.000.000,6,500 m²,370 m²
"Dijual Rumah di Daerah Kebayoran Baru, Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",Rp38.000.000.000,3,360 m²,599 m²
Jual Rumah 2Lantai Cluster Alamanda Jakarta Garden City,"Cakung Timur, Jakarta Timur",Rp2.150.000.000,4,120 m²,120 m²
Dijual Cepat Rumah Layar Permai Pik 8x15 Furnished Murah Nego,"Pantai Indah Kapuk, Jakarta Utara",Rp6.700.000.000,4,335 m²,120 m²
DIJUAL RUMAH FULL FURNISHED RAPIH SIAP HUNI,"Pantai Indah Kapuk, Jakarta Utara",Rp2.300.000.000,3,75 m²,48 m²
DIJUAL RUKAN CEPAT MURAH RUKAN SUNTER BAGUS & STRATEGIS,"Sunter, Jakarta Utara",Rp18.500.000.000,12,500 m²,226 m²
